ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_024139395.1_ASM2413939v1,2823925,Backusella morwellensis,UoMAU16,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella morwellensis
GCA_024140155.1_ASM2414015v1,2583362,Backusella parvicylindrica,UoMAU35,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella parvicylindrica
GCA_024139485.1_ASM2413948v1,2583363,Backusella psychrophila,UoMAU55,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella psychrophila
GCA_024139415.1_ASM2413941v1,2583364,Backusella tarrabulga,UoMAU5,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella tarrabulga
GCA_024140245.1_ASM2414024v1,1196560,Backusella tuberculispora,UoMAU80,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella tuberculispora
GCA_024140375.1_ASM2414037v1,2583365,Backusella westeae,UoMAU4,Mucoromycota,,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella westeae
GCA_001179705.1_Baeospora_myosura-8,139080,Baeospora myosura,,Basidiomycota,,Agaricomycetes,,Agaricales,,Baeospora,Baeospora myosura
GCA_000709145.1_BobtB249_1,1405085,Balansia obtecta B249,B249,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Balansia,Balansia obtecta
GCA_038093395.1_MICH10004-Boletus-bicolor_var._borealis,2172111,Baorangia bicolor,MICH10004,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Baorangia,Baorangia bicolor
GCA_022813145.1_ASM2281314v1,1629402,Barbatosphaeria neglecta,FKII-L8-BK-P4,Ascomycota,,Sordariomycetes,,Barbatosphaeriales,Barbatosphaeriaceae,Barbatosphaeria,Barbatosphaeria neglecta
GCA_020280145.1_ASM2028014v1,2880258,Barnettozyma botsteinii,1118,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma botsteinii
GCA_023627795.1_ASM2362779v1,36038,Barnettozyma californica,PB4207,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma californica
GCA_003706665.2_ASM370666v2,96499,Barnettozyma hawaiiensis,NRRL Y-27270,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma hawaiiensis
GCA_003706705.3_ASM370670v3,53645,Barnettozyma populi,NRRL Y-12728,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma populi
GCA_003707865.2_ASM370786v2,36040,Barnettozyma pratensis,NRRL Y-12696,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma pratensis
GCA_003707885.2_ASM370788v2,1337058,Barnettozyma salicaria,NRRL Y-6780,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma salicaria
GCA_030579035.1_ASM3057903v1,1219519,Barnettozyma siamensis,CBS 13392,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma siamensis
GCA_030558145.1_ASM3055814v1,683373,Barnettozyma sucrosica (nom. inval.),CBS 11512,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma sucrosica (nom. inval.)
GCA_030569515.1_ASM3056951v1,682598,Barnettozyma vustinii,CBS 11554,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma vustinii
GCA_030574915.1_ASM3057491v1,36032,Barnettozyma wickerhamii,NRRL Y-2435,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma wickerhamii
GCA_041381275.1_ASM4138127v1,709514,Bartalinia pondoensis,wz03,Ascomycota,,Sordariomycetes,,Amphisphaeriales,Sporocadaceae,Bartalinia,Bartalinia pondoensis
GCA_055755435.1_ASM5575543v1,1230402,Basidioascus undulatus,DAOM 241956,Basidiomycota,,Geminibasidiomycetes,,Geminibasidiales,Geminibasidiaceae,Basidioascus,Basidioascus undulatus
GCA_000697455.1_BasHetB8920-1.0,1357690,Basidiobolus heterosporus B8920,B8920,Zoopagomycota,,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus heterosporus
GCA_002104905.1_Basme2finSC,1314790,Basidiobolus meristosporus CBS 931.73,CBS 931.73,Zoopagomycota,,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus meristosporus
GCA_040143965.1_BranAGB5_UCR_1.0,34480,Basidiobolus ranarum,AG-B5,Zoopagomycota,,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus ranarum
GCA_001599675.1_JCM_23157_assembly_v001,89487,Basipetospora chlamydospora,JCM 23157,Ascomycota,,Sordariomycetes,,Microascales,,Basipetospora,Basipetospora chlamydospora
GCA_021031095.1_ASM2103109v1,2820138,Bathelium albidoporum,NSR34,Ascomycota,,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bathelium,Bathelium albidoporum
GCA_964256705.1_public_SRR14721933_metabat2_bin.1,2840191,Bathelium carolinianum,,Ascomycota,,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bathelium,Bathelium carolinianum
GCA_026023875.1_ASM2602387v1,2939407,Bathelium mastoideum,Aptroot 80729/TS-e1944,Ascomycota,,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bathelium,Bathelium mastoideum
GCF_000203795.2_v1.1,684364,Batrachochytrium dendrobatidis JAM81,JAM81,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis
GCA_002006685.2_Batr_sala_V2,1357716,Batrachochytrium salamandrivorans,AMFP13,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium salamandrivorans
GCF_000338955.1_Bauco1,717646,Baudoinia panamericana UAMH 10762,UAMH 10762,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana
GCA_038367545.1_ASM3836754v1,1069075,Beauveria asiatica,ARSEF4384,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria asiatica
GCA_030411535.1_ASM3041153v1,1069076,Beauveria australis,MBC 212,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria australis
GCF_000280675.1_ASM28067v1,655819,Beauveria bassiana ARSEF 2860,ARSEF 2860,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana
GCA_978021795.1_ASM240196,118266,Beauveria brongniartii,BIPESCO2,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria brongniartii
GCA_051528435.1_YNP9,38006,Beauveria caledonica,IHEM5253,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria caledonica
GCA_053540745.1_BgryMY11210_Illumina,2684613,Beauveria gryllotalpidicola,BCC81472,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria gryllotalpidicola
GCA_030778325.1_ASM3077832v1,1884799,Beauveria medogensis,MBC 320,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria medogensis
GCA_053540725.1_BmimMY10362_Illumina,2857482,Beauveria mimosiformis,BCC75813,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria mimosiformis
GCA_053539385.1_BnamMY8738_Illumina,2857483,Beauveria namnaoensis,BCC64218,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria namnaoensis
GCA_053539345.1_BneoNHJ6243_Illumina,2857484,Beauveria neobassiana,BCC1848,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria neobassiana
GCA_022985055.1_ASM2298505v1,931006,Beauveria pseudobassiana,RGM 2184,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria pseudobassiana
GCA_000733645.1_Beauveria_rudraprayagi_MTCC_8017_genome,1481906,Beauveria rudraprayagi,MTCC 8017,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria rudraprayagi
GCA_037289395.1_Bsca5689,108891,Beauveria scarabaeidicola,ARSEF 5689,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria scarabaeidicola
GCA_053539325.1_BthaMY3296_Illumina,2857485,Beauveria thailandica,BCC31618,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria thailandica
GCA_030780425.1_ASM3078042v1,1069079,Beauveria varroae,MBC 525,Ascomycota,,Sordariomycetes,,Hypocreales,Cordycipitaceae,Beauveria,Beauveria varroae
GCA_025766325.1_Benpoi1,64631,Benjaminiella poitrasii,RSA 903,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Benjaminiella,Benjaminiella poitrasii
GCA_003671435.1_ASM367143v1,124036,Berkeleyomyces basicola,CMW49352,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Berkeleyomyces,Berkeleyomyces basicola
GCF_048999995.1_ASM4899999v1,2035830,Berkeleyomyces rouxiae,22BRR77,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Berkeleyomyces,Berkeleyomyces rouxiae
GCA_025802115.2_ASM2580211v2,306125,Bertia moriformis,D4H25SX9FM,Ascomycota,,Sordariomycetes,,Coronophorales,Bertiaceae,Bertia,Bertia moriformis
GCA_001599595.1_JCM_9230_assembly_v001,409207,Beverwykella pulmonaria,JCM 9230,Ascomycota,,Dothideomycetes,,Pleosporales,Melanommataceae,Beverwykella,Beverwykella pulmonaria
GCA_964256235.1_public_SRR14722177_concoct_bin.11,1399625,Biatora appalachensis,,Ascomycota,,Lecanoromycetes,,Lecanorales,Ramalinaceae,Biatora,Biatora appalachensis
GCA_964255495.1_public_SRR14722013_metabat2_bin.2,1399639,Biatora pontica,,Ascomycota,,Lecanoromycetes,,Lecanorales,Ramalinaceae,Biatora,Biatora pontica
GCA_002261195.1_ASM226119v1,1938954,Bifiguratus adelaidae,AZ0501,Mucoromycota,,Endogonomycetes,,Endogonales,,Bifiguratus,Bifiguratus adelaidae
GCA_010015655.1_Bimnz1,1447943,Bimuria novae-zelandiae CBS 107.79,CBS 107.79,Ascomycota,,Dothideomycetes,,Pleosporales,Didymosphaeriaceae,Bimuria,Bimuria novae-zelandiae
GCA_038089175.1_TH8035-Binderoboletus-segoi,1748403,Binderoboletus segoi,G4412,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Binderoboletus,Binderoboletus segoi
GCA_052576015.1_ASM5257601v1,478975,Binucleata daphniae,BE-OM-3,Microsporidia,,,,,,Binucleata,Binucleata daphniae
GCA_026262445.1_ASM2626244v1,102001,Bipolaris bicolor,ML9021,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris bicolor
GCA_002286855.1_ASM228685v1,74410,Bipolaris cookei,LSLP18.3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris cookei
GCA_040113375.1_ASM4011337v1,2695822,Bipolaris gigantea,BG_F,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris gigantea
GCF_028858645.1_CocheC4_6,5016,Bipolaris maydis,C4,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris maydis
GCF_000523455.1_Cochliobolus_miyabeanus_v1.0,930090,Bipolaris oryzae ATCC 44560,ATCC 44560,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris oryzae
GCA_055773965.1_QHU_Bsiv_1.0,1918533,Bipolaris sivanesaniana,HL-12,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris sivanesaniana
GCF_000338995.1_Cocsa1,665912,Bipolaris sorokiniana ND90Pr,ND90Pr,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris sorokiniana
GCF_000527765.1_Cochliobolus_victoriae_v1.0,930091,Bipolaris victoriae FI3,FI3,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris victoriae
GCF_000523435.1_Cochliobolus_carbonum_v1.0,930089,Bipolaris zeicola 26-R-13,26-R-13,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris zeicola
GCA_022695795.1_Bisma1,110534,Biscogniauxia marginata,CBS 124505,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia marginata
GCA_018398605.1_FBL658_Bm01,97377,Biscogniauxia mediterranea,Bm01,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia mediterranea
GCA_027924225.1_adusta_1.0,5331,Bjerkandera adusta,Dec 1,Basidiomycota,,Agaricomycetes,,Polyporales,Phanerochaetaceae,Bjerkandera,Bjerkandera adusta
GCA_025331445.1_Blatri1,4850,Blakeslea trispora,NRRL 2456,Mucoromycota,,Mucoromycetes,,Mucorales,Choanephoraceae,Blakeslea,Blakeslea trispora
GCA_051941205.1_KEW_Blcr,1301208,Blastenia crenularia,LIQ216CACR,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Blastenia,Blastenia crenularia
GCA_055672235.1_ASM5567223v1,409370,Blastobotrys adeninivorans,PETY001,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys adeninivorans
GCA_045529695.1_ASM4552969v1,191333,Blastobotrys allociferrii,CBS 18616,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys allociferrii
GCA_003705795.3_ASM370579v3,1850976,Blastobotrys americana,NRRL Y-6844,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys americana
GCA_030564365.1_ASM3056436v1,44071,Blastobotrys arbuscula,NRRL Y-17585,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys arbuscula
GCA_946409495.1_Wolfe_Bari_UCD613,44072,Blastobotrys aristatus,UCD613,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys aristatus
GCA_030564265.1_ASM3056426v1,254439,Blastobotrys attinorum,NRRL Y-27639,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys attinorum
GCA_030579975.1_ASM3057997v1,1651947,Blastobotrys buckinghamii (nom. inval.),NRRL Y-63727,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys buckinghamii (nom. inval.)
GCA_030564325.1_ASM3056432v1,44068,Blastobotrys capitulatus,NRRL Y-17573,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys capitulatus
GCA_030570055.1_ASM3057005v1,45539,Blastobotrys chiropterorum,NRRL Y-17071,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys chiropterorum
GCA_030564235.1_ASM3056423v1,43972,Blastobotrys elegans,NRRL Y-17572,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys elegans
GCA_965113335.1_BILLI_YB1343_PB,378048,Blastobotrys illinoisensis,NRRL YB-1343,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys illinoisensis
GCA_030558855.1_ASM3055885v1,241408,Blastobotrys indianensis,NRRL YB-1950,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys indianensis
GCA_030558815.1_ASM3055881v1,378047,Blastobotrys malaysiensis,NRRL Y-6417,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys malaysiensis
GCA_003705765.3_ASM370576v3,267478,Blastobotrys mokoenaii,NRRL Y-27120,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys mokoenaii
GCA_036871495.1_ASM3687149v1,191334,Blastobotrys mucifer,17G1312,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys mucifer
GCA_003705745.3_ASM370574v3,378046,Blastobotrys muscicola,NRRL Y-7993,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys muscicola
GCA_030558825.1_ASM3055882v1,44073,Blastobotrys niveus,NRRL Y-17581,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys niveus
GCA_030564285.1_ASM3056428v1,43974,Blastobotrys parvus,NRRL Y-1004,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys parvus
GCA_003705735.3_ASM370573v3,378051,Blastobotrys peoriensis,NRRL YB-2290,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys peoriensis
GCA_030585065.1_ASM3058506v1,2861705,Blastobotrys persicus,CBS 14259,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys persicus
GCA_003707485.3_ASM370748v3,44067,Blastobotrys proliferans,NRRL Y-17577,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys proliferans
GCA_003705705.2_ASM370570v2,1548389,Blastobotrys raffinosifermentans,NRRL Y-27150,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys raffinosifermentans
GCA_030564385.1_ASM3056438v1,1850977,Blastobotrys robertii,NRRL Y-27775,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys robertii
GCA_977070965.1_Blastobotrys_sasensis_CCF6841_ver1,3469095,Blastobotrys sasensis,,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys sasensis
GCA_003705695.2_ASM370569v2,456365,Blastobotrys serpentis,NRRL Y-48249,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys serpentis
GCA_030674225.1_ASM3067422v1,43981,Blastobotrys terrestris,NRRL Y-17704,Ascomycota,,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Blastobotrys,Blastobotrys terrestris
GCA_025349905.2_Blabri1,64508,Blastocladiella britannica,JEL711,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Blastocladiella,Blastocladiella britannica
GCA_025594325.1_blem_2022,1313167,Blastocladiella emersonii ATCC 22665,ATCC 22665,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Blastocladiella,Blastocladiella emersonii
GCF_000003525.1_BD_ER3_V1,559297,Blastomyces dermatitidis ER-3,ER-3,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis
GCA_003206725.1_ASM320672v1,2723674,Blastomyces emzantsi,MRL_BACNE1992,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces emzantsi
GCF_000003855.2_BD_SLH14081_V1,559298,Blastomyces gilchristii SLH14081,SLH14081,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces gilchristii
GCA_002572885.1_Emmon_parv_130,2060905,Blastomyces parvus,UAMH130,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces parvus
GCA_018296065.1_ASM1829606v1,1658174,Blastomyces percursus,IHEM 26956,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces percursus
GCA_001014755.1_ASM101475v1,2060906,Blastomyces silverae,UAMH 139,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces silverae
GCA_018856295.1_ASM1885629v1,530045,Blastosporella zonata,Bzo6,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Blastosporella,Blastosporella zonata
GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2,1689686,Blumeria graminis f. sp. triticale,THUN-12,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis
GCA_900239735.1_BGH_DH14_v4,546991,Blumeria hordei DH14,,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei
GCA_009599575.1_MSU_Bj_1.1,373115,Blumeriella jaapii,11BO-GW45,Ascomycota,,Leotiomycetes,,Helotiales,Drepanopezizaceae,Blumeriella,Blumeriella jaapii
GCA_003614705.1_Blyhe1,388810,Blyttiomyces helicus,Perch Fen,Chytridiomycota,,Chytridiomycetes,,,,Blyttiomyces,Blyttiomyces helicus
GCF_020726555.1_Boeex1,749465,Boeremia exigua,MPI-SDFR-AT-0100,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua
GCA_022609225.1_ASM2260922v1,749563,Boeremia lycopersici,CBS 378.67,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Boeremia,Boeremia lycopersici
GCA_026027345.1_ASM2602734v1,2939406,Bogoriella megaspora,Aptroot 77511/TS-e1943,Ascomycota,,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bogoriella,Bogoriella megaspora
GCA_038089895.1_NY2685995-Boletellus-ananas,80578,Boletellus ananas,NY2685995,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus ananas
GCA_038089975.1_NY2685958-Boletellus-ananiceps,1661728,Boletellus ananiceps,NY2685958,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus ananiceps
GCA_038090195.1_NY2072458-Boletellus-deceptivus,1661730,Boletellus deceptivus,NY2072458,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus deceptivus
GCA_038089035.1_TH8616-Boletellus-dicymbophilus,925639,Boletellus dicymbophilus,G4416,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus dicymbophilus
GCA_038089935.1_NY2685960-Boletellus-emodensis,509538,Boletellus emodensis,NY2685960,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus emodensis
GCA_038090975.1_MICH4994-Boletellus-pseudochrysenteroides,2172112,Boletellus pseudochrysenteroides,MICH4994,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus pseudochrysenteroides
GCA_038093955.1_DED7854-Boletus-albobrunnescens,1045929,Boletus albobrunnescens,SFSU-F-021373,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus albobrunnescens
GCA_038089435.1_REH8497-Boletus-austroedulis,925637,Boletus austroedulis,NY1393612,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus austroedulis
GCA_038088775.1_UT480-Boletus-barrowsii,495273,Boletus barrowsii,UT-M0000480,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus barrowsii
GCA_003316205.1_ASM331620v1,279506,Boletus bicolor,MG1,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus bicolor
GCA_038090895.1_MICH5000-Boletus-bicoloroides,2805069,Boletus bicoloroides,MICH5000,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus bicoloroides
GCA_038093355.1_MICH10006-Boletus-calvinii,3095451,Boletus calvinii,MICH10006,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus calvinii
GCA_038093335.1_MICH10007-Boletus-chippewaensis,495276,Boletus chippewaensis,MICH10007,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus chippewaensis
GCA_025782845.1_Bolcoc1,1758874,Boletus coccyginus,2016PMI039,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus coccyginus
GCA_038092175.1_MICH11252-Leccinum-coffeatum,3095452,Boletus coffeatus,MICH11252,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus coffeatus
GCA_038090915.1_MICH4997-Boletus-eberwhitei,3095453,Boletus eberwhitei,MICH4997,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus eberwhitei
GCA_054741165.1_BolEdBiel_h2,36056,Boletus edulis,BIEL_REF-S1,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus edulis
